updated_utc,item_id,floor_copper,market_copper,quantity
2026-09-01T04:31:21Z,117,100,100,508
2026-09-01T04:31:21Z,118,300,500,1331
2026-09-01T04:31:21Z,159,2400,2500,12596
2026-09-01T04:31:21Z,414,200,200,96
2026-09-01T04:31:21Z,422,200,200,183
2026-09-01T04:31:21Z,537,49000200,49000200,20
2026-09-01T04:31:21Z,555,9500000100,9500000100,1
2026-09-01T04:31:21Z,556,49000200,49000200,23
2026-09-01T04:31:21Z,723,400,900,4479
2026-09-01T04:31:21Z,724,31200,31200,77
2026-09-01T04:31:21Z,729,290000100,290000100,1
2026-09-01T04:31:21Z,730,49000100,49000100,8
2026-09-01T04:31:21Z,731,290000100,290000100,1
2026-09-01T04:31:21Z,733,300,400,167
2026-09-01T04:31:21Z,765,15000,21500,10939
2026-09-01T04:31:21Z,769,4000,5800,29411
2026-09-01T04:31:21Z,770,54800,49004800,21
2026-09-01T04:31:21Z,771,600,600,40
2026-09-01T04:31:21Z,774,8000,14100,9670
2026-09-01T04:31:21Z,779,5001400,5661400,35
2026-09-01T04:31:21Z,783,33900,62200,15449
2026-09-01T04:31:21Z,785,10000,89800,22833
2026-09-01T04:31:21Z,787,1400,1400,82
2026-09-01T04:31:21Z,813,150100,150100,25
2026-09-01T04:31:21Z,814,100,200,1081
2026-09-01T04:31:21Z,818,16700,20100,2720
2026-09-01T04:31:21Z,858,200,600,1692
2026-09-01T04:31:21Z,878,290000100,290000100,1
2026-09-01T04:31:21Z,929,100,300,718
2026-09-01T04:31:21Z,954,11700,11700,49
2026-09-01T04:31:21Z,955,23000,23000,72
2026-09-01T04:31:21Z,961,9900,10000,66
2026-09-01T04:31:21Z,1015,700,1700,18974
2026-09-01T04:31:21Z,1017,200,200,752
2026-09-01T04:31:21Z,1074,1400,1400,38
2026-09-01T04:31:21Z,1080,3000,3400,1937
2026-09-01T04:31:21Z,1081,49000100,49000100,20
2026-09-01T04:31:21Z,1082,17600,18500,102
2026-09-01T04:31:21Z,1175,49000100,49000100,18
2026-09-01T04:31:21Z,1177,1000400,9890400,33
2026-09-01T04:31:21Z,1178,19593800,19593800,32
2026-09-01T04:31:21Z,1179,200,9900,2669
2026-09-01T04:31:21Z,1180,1100,1100,71
2026-09-01T04:31:21Z,1181,800,800,89
2026-09-01T04:31:21Z,1205,100,100,188
2026-09-01T04:31:21Z,1206,139800,139900,1430
2026-09-01T04:31:21Z,1210,11000,12300,15893
2026-09-01T04:31:21Z,1222,49000100,49000100,32
2026-09-01T04:31:21Z,1251,500,500,249
2026-09-01T04:31:21Z,1274,49000100,49000100,44
2026-09-01T04:31:21Z,1288,200,900,5669
2026-09-01T04:31:21Z,1326,19990000,19990000,20
2026-09-01T04:31:21Z,1399,199999900,199999900,4
2026-09-01T04:31:21Z,1401,249990000,249990000,1
2026-09-01T04:31:21Z,1468,200,200,11866
2026-09-01T04:31:21Z,1475,5000,8300,8280
2026-09-01T04:31:21Z,1476,39000,39400,41
2026-09-01T04:31:21Z,1477,4400,4400,526
2026-09-01T04:31:21Z,1478,9781000,9781000,21
2026-09-01T04:31:21Z,1520,4501500,4501500,202
2026-09-01T04:31:21Z,1529,12500,120000,4247
2026-09-01T04:31:21Z,1630,990000100,990000100,1
2026-09-01T04:31:21Z,1645,400,500,1336
2026-09-01T04:31:21Z,1686,5000000,9901100,108
2026-09-01T04:31:21Z,1687,42805000,42805000,26
2026-09-01T04:31:21Z,1688,290001300,290001300,1
2026-09-01T04:31:21Z,1696,800,800,47
2026-09-01T04:31:21Z,1697,1100700,1100700,52
2026-09-01T04:31:21Z,1701,900,900,35
2026-09-01T04:31:21Z,1702,120000,150000,30
2026-09-01T04:31:21Z,1703,196890000,196890000,3
2026-09-01T04:31:21Z,1705,8800,13100,14578
2026-09-01T04:31:21Z,1706,290000200,290000200,5
2026-09-01T04:31:21Z,1707,100,100,146
2026-09-01T04:31:21Z,1708,100,100,203
2026-09-01T04:31:21Z,1710,300,300,2189
2026-09-01T04:31:21Z,1711,2500,7700,640
2026-09-01T04:31:21Z,1712,231000,9977900,26
2026-09-01T04:31:21Z,2070,200,900,65
2026-09-01T04:31:21Z,2091,199000000,199000000,1
2026-09-01T04:31:21Z,2251,2600,4600,11855
2026-09-01T04:31:21Z,2287,100,100,276
2026-09-01T04:31:21Z,2289,200,200,479
2026-09-01T04:31:21Z,2290,1600,1600,227
2026-09-01T04:31:21Z,2295,300,300,136
2026-09-01T04:31:21Z,2296,290533800,290533800,1
2026-09-01T04:31:21Z,2304,200,200,182
2026-09-01T04:31:21Z,2313,3100,3100,78
2026-09-01T04:31:21Z,2318,13000,18100,52897
2026-09-01T04:31:21Z,2319,35600,45500,39185
2026-09-01T04:31:21Z,2320,100,100,1631171
2026-09-01T04:31:21Z,2321,1900,2800,2090
2026-09-01T04:31:21Z,2324,100,200,23642
2026-09-01T04:31:21Z,2325,500,1300,120154
2026-09-01T04:31:21Z,2447,21500,33500,26353
2026-09-01T04:31:21Z,2449,18900,29700,29231
2026-09-01T04:31:21Z,2450,24000,29000,32803
2026-09-01T04:31:21Z,2452,29400,40000,12061
2026-09-01T04:31:21Z,2453,11700,22800,2784
2026-09-01T04:31:21Z,2454,9400,9400,557
2026-09-01T04:31:21Z,2455,800,12500,790
2026-09-01T04:31:21Z,2456,500,700,137
2026-09-01T04:31:21Z,2457,70000,70000,588
2026-09-01T04:31:21Z,2458,5500,5500,1246
2026-09-01T04:31:21Z,2459,80000,82400,1767
2026-09-01T04:31:21Z,2460,380000,380000,1858
2026-09-01T04:31:21Z,2512,213700,213700,600
2026-09-01T04:31:21Z,2515,120000,120000,1201
