updated_utc,item_id,floor_copper,market_copper,quantity
2026-08-23T02:11:56Z,117,100,100,306
2026-08-23T02:11:56Z,118,1300,1500,2074
2026-08-23T02:11:56Z,159,200,1600,6724
2026-08-23T02:11:56Z,414,100,100,97
2026-08-23T02:11:56Z,422,800,800,67
2026-08-23T02:11:56Z,537,50000,49000000,21
2026-08-23T02:11:56Z,556,49000200,49000200,21
2026-08-23T02:11:56Z,723,600,1000,1670
2026-08-23T02:11:56Z,724,300,300,127
2026-08-23T02:11:56Z,731,289996800,289996800,1
2026-08-23T02:11:56Z,732,88789700,88789700,3
2026-08-23T02:11:56Z,733,600,600,218
2026-08-23T02:11:56Z,765,23100,39000,36118
2026-08-23T02:11:56Z,769,4900,12400,23688
2026-08-23T02:11:56Z,770,44100,49004100,23
2026-08-23T02:11:56Z,771,800,800,41
2026-08-23T02:11:56Z,774,13300,52000,70983
2026-08-23T02:11:56Z,779,49000000,49000000,20
2026-08-23T02:11:56Z,783,21300,28500,4488
2026-08-23T02:11:56Z,785,21000,33000,25555
2026-08-23T02:11:56Z,787,2800,2800,167
2026-08-23T02:11:56Z,813,100100,100100,33
2026-08-23T02:11:56Z,814,200,300,941
2026-08-23T02:11:56Z,818,8500,65000,39117
2026-08-23T02:11:56Z,858,500,12500,838
2026-08-23T02:11:56Z,929,25000,25000,786
2026-08-23T02:11:56Z,954,900,900,46
2026-08-23T02:11:56Z,955,10000,11700,102
2026-08-23T02:11:56Z,961,100,100,71
2026-08-23T02:11:56Z,1015,1000,10800,14670
2026-08-23T02:11:56Z,1017,100,100,206
2026-08-23T02:11:56Z,1074,26300,26300,85
2026-08-23T02:11:56Z,1080,8000,490000,1412
2026-08-23T02:11:56Z,1081,49000100,49000100,20
2026-08-23T02:11:56Z,1082,20400,20400,93
2026-08-23T02:11:56Z,1175,49000100,49000100,17
2026-08-23T02:11:56Z,1177,200,200,39
2026-08-23T02:11:56Z,1178,18731700,18731700,10
2026-08-23T02:11:56Z,1179,100,100,833
2026-08-23T02:11:56Z,1180,100,100,103
2026-08-23T02:11:56Z,1181,900,900,108
2026-08-23T02:11:56Z,1205,100,100,147
2026-08-23T02:11:56Z,1206,179300,209900,1556
2026-08-23T02:11:56Z,1210,7500,65000,108929
2026-08-23T02:11:56Z,1222,49000100,49000100,25
2026-08-23T02:11:56Z,1251,100,200,683
2026-08-23T02:11:56Z,1274,49000100,49000100,17
2026-08-23T02:11:56Z,1288,300,800,1720
2026-08-23T02:11:56Z,1326,19990000,19990000,30
2026-08-23T02:11:56Z,1399,180000000,180000000,4
2026-08-23T02:11:56Z,1401,249990000,249990000,1
2026-08-23T02:11:56Z,1468,400,400,16022
2026-08-23T02:11:56Z,1475,3000,3900,5595
2026-08-23T02:11:56Z,1476,209400,3999400,30
2026-08-23T02:11:56Z,1477,800,1000,693
2026-08-23T02:11:56Z,1478,91000,9781000,24
2026-08-23T02:11:56Z,1520,1600,3200,161
2026-08-23T02:11:56Z,1529,11500,199900,2373
2026-08-23T02:11:56Z,1630,990000100,990000100,1
2026-08-23T02:11:56Z,1645,100,700,2709
2026-08-23T02:11:56Z,1686,9501100,9901100,110
2026-08-23T02:11:56Z,1687,49000400,49000400,23
2026-08-23T02:11:56Z,1696,1000,1000,68
2026-08-23T02:11:56Z,1697,19000700,19900700,49
2026-08-23T02:11:56Z,1701,1200,1200,30
2026-08-23T02:11:56Z,1702,30000,30000,44
2026-08-23T02:11:56Z,1703,196990000,196990000,2
2026-08-23T02:11:56Z,1705,7000,65000,59469
2026-08-23T02:11:56Z,1707,100,100,363
2026-08-23T02:11:56Z,1708,100,100,160
2026-08-23T02:11:56Z,1710,700,25000,836
2026-08-23T02:11:56Z,1711,1000,1000,381
2026-08-23T02:11:56Z,1712,231400,231400,74
2026-08-23T02:11:56Z,2070,200,1400,95
2026-08-23T02:11:56Z,2091,199000000,199000000,2
2026-08-23T02:11:56Z,2251,1200,14300,11920
2026-08-23T02:11:56Z,2287,100,100,267
2026-08-23T02:11:56Z,2289,500,500,244
2026-08-23T02:11:56Z,2290,900,900,229
2026-08-23T02:11:56Z,2295,500,500,37
2026-08-23T02:11:56Z,2296,291053900,291053900,1
2026-08-23T02:11:56Z,2304,10000,10000,61
2026-08-23T02:11:56Z,2313,6800,6800,72
2026-08-23T02:11:56Z,2318,13600,13800,6230
2026-08-23T02:11:56Z,2319,27500,30600,10021
2026-08-23T02:11:56Z,2320,100,100,946023
2026-08-23T02:11:56Z,2321,108000,108000,6165
2026-08-23T02:11:56Z,2324,500,700,37611
2026-08-23T02:11:56Z,2325,3600,3600,81130
2026-08-23T02:11:56Z,2447,23300,34800,36866
2026-08-23T02:11:56Z,2449,19800,30500,39622
2026-08-23T02:11:56Z,2450,27000,35200,11086
2026-08-23T02:11:56Z,2452,33500,42800,12047
2026-08-23T02:11:56Z,2453,19800,34000,19558
2026-08-23T02:11:56Z,2454,500,900,408
2026-08-23T02:11:56Z,2455,100,990000,205
2026-08-23T02:11:56Z,2456,400,9901500,21
2026-08-23T02:11:56Z,2457,90000,90000,435
2026-08-23T02:11:56Z,2458,1000,1000,730
2026-08-23T02:11:56Z,2459,72400,72500,2245
2026-08-23T02:11:56Z,2460,330000,330000,3671
2026-08-23T02:11:56Z,2512,2600000,2600000,397
2026-08-23T02:11:56Z,2515,777700,777700,1201
2026-08-23T02:11:56Z,2516,4000000,4000000,38
2026-08-23T02:11:56Z,2519,945000,945000,1495
2026-08-23T02:11:56Z,2581,800,1000,582
2026-08-23T02:11:56Z,2589,500,600,874313
2026-08-23T02:11:56Z,2590,5500000100,5500000100,1
2026-08-23T02:11:56Z,2592,1400,1700,141625
2026-08-23T02:11:56Z,2593,27500,28000,560
2026-08-23T02:11:56Z,2594,96400,9908500,45
2026-08-23T02:11:56Z,2595,30000,30000,1078
2026-08-23T02:11:56Z,2596,44500,44500,1087
2026-08-23T02:11:56Z,2604,100,100,562361
2026-08-23T02:11:56Z,2605,200,200,3443
2026-08-23T02:11:56Z,2608,12500,32500,27
2026-08-23T02:11:56Z,2665,885000,885000,979
2026-08-23T02:11:56Z,2672,500,600,3053
2026-08-23T02:11:56Z,2673,49900,490000,3017
2026-08-23T02:11:56Z,2674,22500,28600,2183
2026-08-23T02:11:56Z,2675,1600,2800,1372
2026-08-23T02:11:56Z,2677,11900,79400,12582
2026-08-23T02:11:56Z,2678,100,100,51610
2026-08-23T02:11:56Z,2679,100,100,779
2026-08-23T02:11:56Z,2680,100,100,227
2026-08-23T02:11:56Z,2681,400,400,530
2026-08-23T02:11:56Z,2682,100,100,163
2026-08-23T02:11:56Z,2683,9900,9900,171
2026-08-23T02:11:56Z,2684,3400,3400,115
2026-08-23T02:11:56Z,2685,110300,110300,139
2026-08-23T02:11:56Z,2686,99700,99700,66
2026-08-23T02:11:56Z,2687,100,100,229
2026-08-23T02:11:56Z,2692,49000100,49000100,20
2026-08-23T02:11:56Z,2723,100,200,114
2026-08-23T02:11:56Z,2725,2506000,3996000,37
2026-08-23T02:11:56Z,2728,1505800,1505800,46
2026-08-23T02:11:56Z,2730,1004100,1204100,36
2026-08-23T02:11:56Z,2732,209100,229100,44
2026-08-23T02:11:56Z,2734,3000000,3452500,39
2026-08-23T02:11:56Z,2735,608800,968800,44
2026-08-23T02:11:56Z,2738,100000100,199790100,18
2026-08-23T02:11:56Z,2740,407900,407900,36
2026-08-23T02:11:56Z,2742,5004900,9944900,40
2026-08-23T02:11:56Z,2744,6006700,8896700,41
2026-08-23T02:11:56Z,2745,603700,683700,44
2026-08-23T02:11:56Z,2748,4004000,5994000,45
2026-08-23T02:11:56Z,2749,3000000,4245800,47
2026-08-23T02:11:56Z,2750,5000100,9980100,34
2026-08-23T02:11:56Z,2751,1008000,1998000,42
2026-08-23T02:11:56Z,2770,19800,28400,155381
2026-08-23T02:11:56Z,2771,14800,21900,30555
2026-08-23T02:11:56Z,2772,49400,50000,2376
2026-08-23T02:11:56Z,2775,140000,150000,4904
2026-08-23T02:11:56Z,2776,59800,72600,10218
2026-08-23T02:11:56Z,2798,11000,21200,212
2026-08-23T02:11:56Z,2799,300,19800,345
